LOAN_ID,LOAN_STATUS,LOAN_AMOUNT,LOAN_TERM,INTREST,INSTALLMENT,GRADE,PURPOSE,HOME_OWNERSHIP,ANNUAL_INCOME,AVERAGE_CURRENT_BALANCE,TOTAL_CURRENT_BALANCE,ISSUE_YEAR,STATE,SUBREGION
212119,Fully Paid,23000, 36 months,11.14,754.52,B,Credit_card,,0,0,0,2013,VA,South Atlantic
38566,Fully Paid,5875, 36 months,17.56,211.11,D,Credit_card,,0,0,0,2013,FL,19200
106080,Fully Paid,10500, 36 months,9.71,337.38,B,Credit_card,,0,0,0,2013,NY,Middle Atlantic
119523,Fully Paid,12000, 36 months,10.16,388.11,B,Debt_consolidation,,0,0,0,2013,GA,19200
148669,Fully Paid,15000, 36 months,8.9,476.3,A,Debt_consolidation,,0,0,0,2013,CA,19200
151302,Fully Paid,15000, 36 months,12.12,499.08,B,Debt_consolidation,,0,0,0,2013,CA,19200
176065,Fully Paid,18000, 60 months,15.31,431.16,C,Credit_card,,0,0,0,2013,OR,Pacific
183437,Fully Paid,19000, 36 months,6.03,578.28,A,Credit_card,Mortgage,120000,10631,244512,2014,TX,West South Central
183437,Fully Paid,19000, 36 months,6.03,578.28,A,Credit_card,Mortgage,120000,10631,244512,2014,TX,West South Central
202931,Current,20400, 60 months,11.99,453.69,B,Debt_consolidation,,0,0,0,2014,IN,East North Central
202931,Current,20400, 60 months,11.99,453.69,B,Debt_consolidation,,0,0,0,2014,IN,East North Central
237662,Current,28000, 60 months,23.83,802.75,F,Other,,0,0,0,2013,CA,19200
257576,Fully Paid,35000, 36 months,19.05,1283.85,D,Home_improvement,,0,0,0,2013,CT,New England
9016,Fully Paid,3000, 36 months,6.03,91.31,A,Major_purchase,,0,0,0,2012,NY,Middle Atlantic
34143,Fully Paid,5000, 36 months,20.49,187.07,E,Other,,0,0,0,2013,NY,Middle Atlantic
49881,Current,6500, 36 months,11.44,214.16,B,Major_purchase,,0,0,0,2014,NJ,Middle Atlantic
57379,Fully Paid,7200, 36 months,14.33,247.24,C,Debt_consolidation,,0,0,0,2013,NY,Middle Atlantic
90633,Charged Off,10000, 36 months,10.99,327.34,B,Debt_consolidation,,0,0,0,2014,CA,19200
131956,Current,12800, 60 months,15.22,306,C,Debt_consolidation,,0,0,0,2013,WY,Mountain
157353,Fully Paid,15000, 60 months,15.88,363.82,C,Debt_consolidation,,0,0,0,2013,IL,East North Central
171001,Fully Paid,16750, 60 months,14.33,392.62,C,Debt_consolidation,,0,0,0,2013,CA,19200
186562,Fully Paid,19800, 60 months,21.6,542.37,E,Debt_consolidation,,0,0,0,2013,AZ,Mountain
247988,Current,31300, 60 months,17.27,782.44,C,Credit_card,,0,0,0,2013,OH,East North Central
261918,Fully Paid,35000, 60 months,24.89,1025.05,F,Home_improvement,,0,0,0,2013,WA,19200
431,Fully Paid,1000, 36 months,12.35,33.39,B,Home_improvement,,0,0,0,2013,VA,South Atlantic
57871,Fully Paid,7250, 36 months,6.62,222.61,A,Debt_consolidation,,0,0,0,2012,CO,Mountain
91144,Fully Paid,10000, 36 months,11.14,328.06,B,Credit_card,,0,0,0,2013,DE,19200
95724,Charged Off,10000, 36 months,14.33,343.39,C,Debt_consolidation,,0,0,0,2012,FL,19200
98493,Charged Off,10000, 36 months,18.75,365.3,D,Small_business,,0,0,0,2013,TX,West South Central
98493,Charged Off,10000, 36 months,18.75,365.3,D,Small_business,,0,0,0,2013,TX,West South Central
117505,Current,12000, 36 months,7.69,374.33,A,Home_improvement,,0,0,0,2014,MN,West North Central
117505,Current,12000, 36 months,7.69,374.33,A,Home_improvement,,0,0,0,2014,MN,West North Central
123704,Fully Paid,12000, 36 months,17.77,432.45,D,Debt_consolidation,,0,0,0,2013,CA,19200
174275,Current,17250, 60 months,15.8,417.66,C,Credit_card,,0,0,0,2013,TX,West South Central
174275,Current,17250, 60 months,15.8,417.66,C,Credit_card,,0,0,0,2013,TX,West South Central
233611,Fully Paid,27050, 36 months,15.31,941.81,C,Home_improvement,,0,0,0,2013,CA,19200
13482,Fully Paid,3350, 36 months,6.62,102.86,A,Debt_consolidation,,0,0,0,2013,VA,South Atlantic
85551,Fully Paid,10000, 36 months,7.49,311.02,A,Credit_card,,0,0,0,2014,IL,East North Central
168365,Current,16000, 60 months,15.8,387.4,C,Credit_card,,0,0,0,2013,TN,East South Central
180966,Fully Paid,18000, 60 months,17.27,449.97,C,Debt_consolidation,,0,0,0,2013,CA,19200
14940,Fully Paid,3500, 60 months,11.14,76.35,B,Debt_consolidation,,0,0,0,2012,MD,19200
55335,Fully Paid,7000, 36 months,16.29,247.11,C,Debt_consolidation,,0,0,0,2012,TX,West South Central
55335,Fully Paid,7000, 36 months,16.29,247.11,C,Debt_consolidation,,0,0,0,2012,TX,West South Central
73938,Charged Off,8875, 36 months,14.09,303.72,B,Debt_consolidation,Rent,27500,2083,10417,2013,AZ,Mountain
86227,Fully Paid,10000, 36 months,7.9,312.91,A,Credit_card,,0,0,0,2013,NJ,Middle Atlantic
113202,Fully Paid,11325, 36 months,15.8,397.04,C,Credit_card,,0,0,0,2013,CA,19200
128476,Fully Paid,12000, 60 months,22.7,336.23,E,Debt_consolidation,,0,0,0,2013,IN,East North Central
128476,Fully Paid,12000, 60 months,22.7,336.23,E,Debt_consolidation,,0,0,0,2013,IN,East North Central
57284,Charged Off,7200, 36 months,13.68,244.97,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
57284,Charged Off,7200, 36 months,13.68,244.97,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
60255,Fully Paid,7600, 36 months,14.33,260.97,C,Car,,0,0,0,2013,AZ,Mountain
63037,Fully Paid,8000, 36 months,7.62,249.3,A,Debt_consolidation,,0,0,0,2012,CA,19200
78629,Fully Paid,9525, 36 months,15.8,333.94,C,Credit_card,,0,0,0,2013,CA,19200
104788,Fully Paid,10200, 36 months,11.67,337.19,B,Credit_card,,0,0,0,2014,IL,East North Central
133957,Charged Off,13000, 36 months,19.05,476.86,D,Other,,0,0,0,2013,NC,South Atlantic
146545,Fully Paid,15000, 36 months,6.97,462.96,A,Debt_consolidation,,0,0,0,2013,CA,19200
201952,Fully Paid,20000, 60 months,23.76,572.58,F,Debt_consolidation,,0,0,0,2013,VA,South Atlantic
211389,Fully Paid,22500, 36 months,8.9,714.45,A,Debt_consolidation,Mortgage,54456,19885,198847,2013,CA,19200
230277,Current,25250, 36 months,8.19,793.46,A,Debt_consolidation,,0,0,0,2014,TX,West South Central
230277,Current,25250, 36 months,8.19,793.46,A,Debt_consolidation,,0,0,0,2014,TX,West South Central
257758,Fully Paid,35000, 36 months,23.43,1362.7,F,Debt_consolidation,,0,0,0,2014,TX,West South Central
257758,Fully Paid,35000, 36 months,23.43,1362.7,F,Debt_consolidation,,0,0,0,2014,TX,West South Central
13138,Fully Paid,3200, 36 months,17.27,114.52,C,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
13138,Fully Paid,3200, 36 months,17.27,114.52,C,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
13440,Fully Paid,3300, 36 months,19.52,121.84,D,Other,,0,0,0,2013,CA,19200
25014,Fully Paid,5000, 36 months,12.12,166.36,B,Debt_consolidation,,0,0,0,2013,MD,19200
31158,Fully Paid,5000, 36 months,13.11,168.74,B,Small_business,Rent,47000,2272,24995,2012,NJ,Middle Atlantic
45126,Fully Paid,6000, 36 months,14.33,206.03,C,Debt_consolidation,,0,0,0,2012,CA,19200
71416,Fully Paid,8400, 36 months,13.05,283.24,B,Debt_consolidation,,0,0,0,2013,NY,Middle Atlantic
208583,Fully Paid,21625, 36 months,11.14,709.41,B,Credit_card,Mortgage,99000,17253,224288,2013,KS,West North Central
232326,Fully Paid,26500, 36 months,14.33,909.97,C,Debt_consolidation,,0,0,0,2013,WA,19200
237533,Current,28000, 60 months,20.31,746.67,D,Debt_consolidation,,0,0,0,2013,NY,Middle Atlantic
253534,Charged Off,35000, 60 months,24.83,1023.82,G,Debt_consolidation,,0,0,0,2013,CA,19200
5451,Fully Paid,2000, 36 months,23.63,78.08,F,Medical,,0,0,0,2013,MT,19200
77939,Fully Paid,9400, 36 months,11.14,308.37,B,Home_improvement,,0,0,0,2013,NY,Middle Atlantic
113279,Current,11375, 60 months,20.99,307.67,E,Home_improvement,,0,0,0,2014,CA,19200
144571,Late (31-120 days),15000, 60 months,15.99,364.7,D,Debt_consolidation,,0,0,0,2014,FL,19200
151963,Fully Paid,15000, 36 months,13.05,505.78,B,Medical,,0,0,0,2013,NJ,Middle Atlantic
171632,Fully Paid,16800, 60 months,15.8,406.77,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
171632,Fully Paid,16800, 60 months,15.8,406.77,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
221273,Charged Off,24575, 60 months,21.6,673.16,E,Debt_consolidation,Mortgage,57000,16705,267287,2013,VA,South Atlantic
221954,Fully Paid,25000, 60 months,6,483.32,F,Debt_consolidation,,0,0,0,2013,OK,West South Central
14659,Fully Paid,3500, 36 months,15.8,122.71,C,Debt_consolidation,,0,0,0,2013,FL,19200
51885,Fully Paid,7000, 36 months,6.03,213.05,A,Major_purchase,,0,0,0,2013,PA,Middle Atlantic
51885,Fully Paid,7000, 36 months,6.03,213.05,A,Major_purchase,,0,0,0,2013,PA,Middle Atlantic
54576,Fully Paid,7000, 36 months,13.11,236.23,B,Debt_consolidation,,0,0,0,2012,NV,Mountain
64727,Charged Off,8000, 36 months,10.15,258.71,B,Debt_consolidation,,0,0,0,2014,IN,East North Central
64727,Charged Off,8000, 36 months,10.15,258.71,B,Debt_consolidation,,0,0,0,2014,IN,East North Central
79668,Fully Paid,9600, 36 months,11.14,314.93,B,Credit_card,,0,0,0,2012,CA,19200
144183,Fully Paid,14825, 36 months,13.11,500.3,B,Debt_consolidation,,0,0,0,2012,GA,19200
158983,Current,15000, 60 months,24.5,435.89,F,Debt_consolidation,,0,0,0,2013,TX,West South Central
158983,Current,15000, 60 months,24.5,435.89,F,Debt_consolidation,,0,0,0,2013,TX,West South Central
172551,Fully Paid,17000, 36 months,9.71,546.24,B,Home_improvement,,0,0,0,2013,TX,West South Central
172551,Fully Paid,17000, 36 months,9.71,546.24,B,Home_improvement,,0,0,0,2013,TX,West South Central
232303,Fully Paid,26500, 60 months,20.2,705.05,D,Debt_consolidation,,0,0,0,2013,FL,19200
4480,Fully Paid,2000, 36 months,12.12,66.55,B,Vacation,,0,0,0,2012,TX,West South Central
4480,Fully Paid,2000, 36 months,12.12,66.55,B,Vacation,,0,0,0,2012,TX,West South Central
96903,Fully Paid,10000, 36 months,15.88,350.98,C,Credit_card,,0,0,0,2013,TX,West South Central
96903,Fully Paid,10000, 36 months,15.88,350.98,C,Credit_card,,0,0,0,2013,TX,West South Central
122038,Fully Paid,12000, 36 months,13.11,404.97,B,Debt_consolidation,,0,0,0,2013,GA,19200
132224,Fully Paid,12925, 36 months,17.77,465.78,D,Credit_card,,0,0,0,2012,FL,19200
141857,Fully Paid,14400, 36 months,12.35,480.7,B,Debt_consolidation,,0,0,0,2013,MA,New England
190589,Current,20000, 36 months,8.67,632.93,B,Debt_consolidation,,0,0,0,2014,OR,Pacific
95101,Fully Paid,10000, 36 months,13.68,340.23,C,Debt_consolidation,,0,0,0,2013,CO,Mountain
111790,Fully Paid,11175, 60 months,25.8,333.27,G,Debt_consolidation,,0,0,0,2014,OR,Pacific
145243,Fully Paid,15000, 36 months,14.09,513.33,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
145243,Fully Paid,15000, 36 months,14.09,513.33,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
148639,Fully Paid,15000, 36 months,8.9,476.3,A,Debt_consolidation,,0,0,0,2012,NC,South Atlantic
8766,Fully Paid,2875, 36 months,19.05,105.46,D,Credit_card,,0,0,0,2013,TX,West South Central
8766,Fully Paid,2875, 36 months,19.05,105.46,D,Credit_card,,0,0,0,2013,TX,West South Central
46670,Fully Paid,6000, 36 months,21,226.06,E,Debt_consolidation,,0,0,0,2013,RI,New England
46670,Fully Paid,6000, 36 months,21,226.06,E,Debt_consolidation,,0,0,0,2013,RI,New England
92856,Fully Paid,10000, 36 months,12.12,332.72,B,Debt_consolidation,,0,0,0,2012,CA,19200
96883,Fully Paid,10000, 36 months,15.8,350.59,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
96883,Fully Paid,10000, 36 months,15.8,350.59,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
108362,Fully Paid,10800, 36 months,17.27,386.51,C,Debt_consolidation,,0,0,0,2013,AZ,Mountain
122596,Fully Paid,12000, 36 months,14.09,410.66,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
122596,Fully Paid,12000, 36 months,14.09,410.66,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
158813,Charged Off,15000, 60 months,21.6,410.88,E,Debt_consolidation,,0,0,0,2013,NC,South Atlantic
208556,Charged Off,21600, 60 months,22.47,602.36,E,Debt_consolidation,,0,0,0,2013,IL,East North Central
232386,Current,26500, 60 months,16.78,655.47,C,Credit_card,,0,0,0,2013,WI,East North Central
233551,Current,27000, 60 months,19.72,711.14,D,Debt_consolidation,,0,0,0,2013,FL,19200
36632,Fully Paid,5500, 36 months,10.64,179.13,B,Debt_consolidation,,0,0,0,2013,NC,South Atlantic
205754,Charged Off,21000, 60 months,11.44,461.22,B,Credit_card,Rent,120000,3715,81723,2014,MA,New England
250966,Fully Paid,32875, 36 months,11.14,1078.47,B,Debt_consolidation,,0,0,0,2013,NY,Middle Atlantic
257198,Fully Paid,35000, 36 months,17.1,1249.59,C,Debt_consolidation,Mortgage,85000,16050,256806,2013,DE,19200
4500,Fully Paid,2000, 36 months,12.39,66.81,C,Other,,0,0,0,2014,LA,West South Central
61512,Fully Paid,8000, 36 months,10.64,260.55,B,Debt_consolidation,,0,0,0,2013,CA,19200
116058,Fully Paid,12000, 36 months,6.03,365.23,A,Debt_consolidation,,0,0,0,2012,OH,East North Central
130996,Charged Off,12700, 36 months,11.14,416.63,B,Debt_consolidation,,0,0,0,2012,VA,South Atlantic
159782,Charged Off,15350, 36 months,19.72,568.28,D,Debt_consolidation,,0,0,0,2013,CA,19200
181851,Fully Paid,18200, 60 months,12.35,408.08,B,Debt_consolidation,Mortgage,45000,45649,182596,2013,VA,South Atlantic
185685,Fully Paid,19400, 36 months,8.9,616.02,A,Credit_card,,0,0,0,2013,MN,West North Central
185685,Fully Paid,19400, 36 months,8.9,616.02,A,Credit_card,,0,0,0,2013,MN,West North Central
205415,Charged Off,21000, 36 months,17.27,751.54,C,Debt_consolidation,,0,0,0,2013,CA,19200
35226,Fully Paid,5250, 36 months,19.72,194.37,D,Credit_card,,0,0,0,2013,KY,East South Central
35226,Fully Paid,5250, 36 months,19.72,194.37,D,Credit_card,,0,0,0,2013,KY,East South Central
78091,Charged Off,9450, 36 months,17.77,340.56,D,Debt_consolidation,,0,0,0,2012,CO,Mountain
106866,Fully Paid,10575, 36 months,15.31,368.2,C,Debt_consolidation,,0,0,0,2013,NV,Mountain
137749,Current,14000, 36 months,6.49,429.03,A,Debt_consolidation,,0,0,0,2014,TX,West South Central
137749,Current,14000, 36 months,6.49,429.03,A,Debt_consolidation,,0,0,0,2014,TX,West South Central
144933,Fully Paid,15000, 36 months,11.14,492.08,B,Debt_consolidation,,0,0,0,2013,CA,19200
146251,Current,15000, 36 months,6.49,459.67,A,Debt_consolidation,,0,0,0,2014,NY,Middle Atlantic
169267,Charged Off,16000, 60 months,21,432.86,E,Credit_card,,0,0,0,2013,FL,19200
216350,Fully Paid,24000, 36 months,11.55,792,B,Debt_consolidation,,0,0,0,2013,IN,East North Central
216350,Fully Paid,24000, 36 months,11.55,792,B,Debt_consolidation,,0,0,0,2013,IN,East North Central
235743,Fully Paid,28000, 36 months,12.12,931.61,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
235743,Fully Paid,28000, 36 months,12.12,931.61,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
171076,Fully Paid,16800, 36 months,9.71,539.81,B,Credit_card,,0,0,0,2013,CA,19200
180728,Current,18000, 60 months,15.99,437.63,D,House,,0,0,0,2014,IL,East North Central
193232,Fully Paid,20000, 36 months,12.35,667.64,B,Debt_consolidation,,0,0,0,2013,TX,West South Central
193232,Fully Paid,20000, 36 months,12.35,667.64,B,Debt_consolidation,,0,0,0,2013,TX,West South Central
204024,Fully Paid,21000, 60 months,12.12,468.41,B,Debt_consolidation,,0,0,0,2012,NC,South Atlantic
205465,Fully Paid,21000, 36 months,19.72,777.45,D,Small_business,,0,0,0,2013,CA,19200
221973,Current,25000, 60 months,12.99,568.7,B,Debt_consolidation,,0,0,0,2013,NY,Middle Atlantic
71897,Fully Paid,8475, 36 months,11.55,279.68,B,Debt_consolidation,,0,0,0,2013,MA,New England
80893,Charged Off,9750, 36 months,15.8,341.82,C,Debt_consolidation,,0,0,0,2013,LA,West South Central
88562,Current,10000, 36 months,9.49,320.29,B,Credit_card,,0,0,0,2014,PA,Middle Atlantic
88562,Current,10000, 36 months,9.49,320.29,B,Credit_card,,0,0,0,2014,PA,Middle Atlantic
98104,Fully Paid,10000, 36 months,17.77,360.38,D,Debt_consolidation,,0,0,0,2012,CA,19200
120467,Fully Paid,12000, 36 months,11.14,393.67,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
120467,Fully Paid,12000, 36 months,11.14,393.67,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
166993,Fully Paid,16000, 60 months,12.39,359.08,C,Credit_card,,0,0,0,2014,AZ,Mountain
214725,Current,24000, 36 months,6.03,730.46,A,Debt_consolidation,Rent,114400,4482,80667,2014,VA,South Atlantic
224299,Fully Paid,25000, 36 months,11.14,820.13,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
224299,Fully Paid,25000, 36 months,11.14,820.13,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
246350,Fully Paid,30000, 60 months,19.99,794.65,E,Debt_consolidation,,0,0,0,2014,CO,Mountain
11645,Fully Paid,3000, 36 months,16.29,105.91,C,Credit_card,,0,0,0,2013,RI,New England
11645,Fully Paid,3000, 36 months,16.29,105.91,C,Credit_card,,0,0,0,2013,RI,New England
24417,Fully Paid,4800, 36 months,19.72,177.71,D,Other,,0,0,0,2013,NY,Middle Atlantic
77022,Fully Paid,9000, 36 months,19.05,330.14,D,Car,,0,0,0,2012,CA,19200
91983,Fully Paid,10000, 36 months,11.55,330,B,Credit_card,,0,0,0,2013,CA,19200
113883,Charged Off,11500, 36 months,17.76,414.37,D,Debt_consolidation,,0,0,0,2013,NV,Mountain
145058,Current,15000, 60 months,17.56,377.33,D,Debt_consolidation,,0,0,0,2013,WI,East North Central
164625,Fully Paid,16000, 36 months,12.12,532.35,B,Debt_consolidation,,0,0,0,2013,VA,South Atlantic
170201,Fully Paid,16425, 60 months,15.8,397.69,C,Debt_consolidation,,0,0,0,2012,NJ,Middle Atlantic
184884,Fully Paid,19200, 36 months,13.11,647.95,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
184884,Fully Paid,19200, 36 months,13.11,647.95,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
235918,Charged Off,28000, 36 months,14.33,961.47,C,Credit_card,,0,0,0,2013,NY,Middle Atlantic
256350,Fully Paid,35000, 36 months,14.33,1201.84,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
256350,Fully Paid,35000, 36 months,14.33,1201.84,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
67185,Fully Paid,8000, 36 months,13.11,269.98,B,Debt_consolidation,,0,0,0,2013,NC,South Atlantic
75955,Fully Paid,9000, 36 months,11.55,297,B,Debt_consolidation,,0,0,0,2013,CA,19200
143825,Charged Off,14625, 36 months,8.9,464.4,A,Debt_consolidation,,0,0,0,2012,CT,New England
166273,Current,16000, 60 months,8.19,325.88,A,Other,,0,0,0,2014,IL,East North Central
172205,Fully Paid,17000, 36 months,6.62,521.97,A,Debt_consolidation,,0,0,0,2013,OH,East North Central
14805,Fully Paid,3500, 36 months,18.25,126.98,D,Major_purchase,,0,0,0,2013,PA,Middle Atlantic
14805,Fully Paid,3500, 36 months,18.25,126.98,D,Major_purchase,,0,0,0,2013,PA,Middle Atlantic
60967,Fully Paid,7800, 36 months,14.99,270.36,C,Debt_consolidation,,0,0,0,2014,FL,19200
80316,Fully Paid,9600, 36 months,15.31,334.25,C,Credit_card,,0,0,0,2012,CA,19200
128071,Current,12000, 60 months,19.52,314.74,D,Debt_consolidation,,0,0,0,2013,CT,New England
129508,Fully Paid,12375, 36 months,9.71,397.63,B,Major_purchase,,0,0,0,2013,TX,West South Central
129508,Fully Paid,12375, 36 months,9.71,397.63,B,Major_purchase,,0,0,0,2013,TX,West South Central
144912,Fully Paid,15000, 36 months,9.99,483.94,B,Debt_consolidation,,0,0,0,2013,CO,Mountain
161152,Fully Paid,15800, 60 months,21.49,431.81,E,Credit_card,,0,0,0,2013,CA,19200
176578,Fully Paid,18000, 36 months,6.62,552.67,A,Debt_consolidation,,0,0,0,2013,KS,West North Central
220394,In Grace Period,24000, 60 months,21,649.29,E,Credit_card,Mortgage,70000,14682,205553,2013,IL,East North Central
14651,Fully Paid,3500, 36 months,15.61,122.38,D,Home_improvement,,0,0,0,2014,NM,Mountain
32618,Fully Paid,5000, 36 months,15.31,174.09,C,Credit_card,,0,0,0,2013,NY,Middle Atlantic
32649,Fully Paid,5000, 36 months,15.31,174.09,C,Credit_card,,0,0,0,2012,NY,Middle Atlantic
52987,Fully Paid,7000, 36 months,8.9,222.28,A,Debt_consolidation,,0,0,0,2012,VA,South Atlantic
58137,Charged Off,7350, 36 months,22.95,284.33,F,Small_business,,0,0,0,2013,FL,19200
123624,Charged Off,12000, 36 months,17.56,431.19,D,Debt_consolidation,,0,0,0,2013,CA,19200
133705,Charged Off,13000, 36 months,14.09,444.88,B,Home_improvement,,0,0,0,2013,AR,West South Central
133705,Charged Off,13000, 36 months,14.09,444.88,B,Home_improvement,,0,0,0,2013,AR,West South Central
150851,Fully Paid,15000, 36 months,11.55,495,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
150851,Fully Paid,15000, 36 months,11.55,495,B,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
164970,Fully Paid,16000, 36 months,13.11,539.96,B,Debt_consolidation,,0,0,0,2012,CO,Mountain
187226,Fully Paid,20000, 36 months,13.68,680.45,C,Credit_card,,0,0,0,2013,NC,South Atlantic
201003,Charged Off,20000, 60 months,18.49,513.22,D,Debt_consolidation,,0,0,0,2012,TX,West South Central
201003,Charged Off,20000, 60 months,18.49,513.22,D,Debt_consolidation,,0,0,0,2012,TX,West South Central
208124,Charged Off,21600, 60 months,23.63,616.76,F,Credit_card,,0,0,0,2013,OH,East North Central
220870,Fully Paid,24250, 36 months,10.64,789.79,B,Credit_card,,0,0,0,2013,KS,West North Central
230436,Charged Off,25475, 36 months,7.9,797.12,A,Debt_consolidation,,0,0,0,2013,OR,Pacific
247938,Current,31200, 60 months,20.2,830.09,E,Debt_consolidation,,0,0,0,2014,MD,19200
80212,Fully Paid,9600, 36 months,14.33,329.65,C,Debt_consolidation,,0,0,0,2012,FL,19200
96894,Fully Paid,10000, 36 months,15.88,350.98,C,Debt_consolidation,,0,0,0,2013,MO,West North Central
106819,Fully Paid,10550, 36 months,18.49,384.01,D,Debt_consolidation,Rent,60000,4505,49558,2013,WI,East North Central
159284,Charged Off,15100, 36 months,13.11,509.58,B,Credit_card,,0,0,0,2013,CA,19200
204613,Fully Paid,21000, 36 months,8.39,661.85,A,Debt_consolidation,,0,0,0,2014,VA,South Atlantic
208677,Charged Off,21725, 60 months,15.8,526.01,C,Credit_card,,0,0,0,2013,NC,South Atlantic
239896,Charged Off,30000, 60 months,19.72,790.15,D,Debt_consolidation,,0,0,0,2013,TX,West South Central
239896,Charged Off,30000, 60 months,19.72,790.15,D,Debt_consolidation,,0,0,0,2013,TX,West South Central
253524,Late (31-120 days),35000, 60 months,22.95,985.67,F,Debt_consolidation,,0,0,0,2013,MA,New England
257339,Fully Paid,35000, 36 months,17.86,1262.88,D,Debt_consolidation,,0,0,0,2014,TX,West South Central
257339,Fully Paid,35000, 36 months,17.86,1262.88,D,Debt_consolidation,,0,0,0,2014,TX,West South Central
11222,Fully Paid,3000, 36 months,14.09,102.67,B,Home_improvement,,0,0,0,2013,CA,19200
58161,Fully Paid,7375, 36 months,15.8,258.56,C,Debt_consolidation,,0,0,0,2013,CO,Mountain
70432,Fully Paid,8325, 36 months,14.33,285.87,C,Debt_consolidation,,0,0,0,2013,MA,New England
122025,Fully Paid,12000, 36 months,13.11,404.97,B,Debt_consolidation,,0,0,0,2013,MA,New England
242050,Fully Paid,30000, 36 months,13.05,1011.55,B,Debt_consolidation,,0,0,0,2013,WI,East North Central
11261,Fully Paid,3000, 36 months,14.33,103.02,C,Debt_consolidation,,0,0,0,2013,UT,19200
43553,Current,6000, 36 months,11.99,199.26,B,Credit_card,,0,0,0,2014,MS,East South Central
43553,Current,6000, 36 months,11.99,199.26,B,Credit_card,,0,0,0,2014,MS,East South Central
69854,Fully Paid,8050, 36 months,10.64,262.18,B,Debt_consolidation,,0,0,0,2013,AL,East South Central
69854,Fully Paid,8050, 36 months,10.64,262.18,B,Debt_consolidation,,0,0,0,2013,AL,East South Central
128308,In Grace Period,12000, 60 months,20.8,323.3,E,Major_purchase,,0,0,0,2013,CA,19200
175624,Fully Paid,17800, 36 months,19.05,652.93,D,Credit_card,,0,0,0,2013,WA,19200
208847,Current,21900, 60 months,10.99,476.05,B,Credit_card,,0,0,0,2014,WI,East North Central
214354,Charged Off,24000, 60 months,15.88,582.11,C,Debt_consolidation,,0,0,0,2013,OH,East North Central
247130,Charged Off,30075, 36 months,12.12,1000.65,B,Debt_consolidation,,0,0,0,2012,NY,Middle Atlantic
261492,Charged Off,35000, 60 months,21.15,949.83,E,Debt_consolidation,,0,0,0,2013,IL,East North Central
21520,Fully Paid,4375, 36 months,17.77,157.67,D,House,,0,0,0,2013,KS,West North Central
33742,Fully Paid,5000, 36 months,18.25,181.39,D,Debt_consolidation,,0,0,0,2013,MI,East North Central
38142,Fully Paid,5675, 36 months,14.09,194.21,B,Credit_card,,0,0,0,2013,NY,Middle Atlantic
45683,Fully Paid,6000, 36 months,15.8,210.36,C,Home_improvement,,0,0,0,2012,KS,West North Central
83926,Fully Paid,10000, 36 months,6.62,307.04,A,Debt_consolidation,,0,0,0,2013,OK,West South Central
115534,Fully Paid,12000, 36 months,11.55,396,B,Debt_consolidation,,0,0,0,2013,TX,West South Central
115534,Fully Paid,12000, 36 months,11.55,396,B,Debt_consolidation,,0,0,0,2013,TX,West South Central
159828,Current,15350, 60 months,22.95,432.29,F,Debt_consolidation,,0,0,0,2013,IN,East North Central
159828,Current,15350, 60 months,22.95,432.29,F,Debt_consolidation,,0,0,0,2013,IN,East North Central
168758,Charged Off,16000, 60 months,17.27,399.97,C,Credit_card,,0,0,0,2013,FL,19200
204521,Fully Paid,21000, 36 months,7.9,657.1,A,Debt_consolidation,,0,0,0,2013,IL,East North Central
216666,Charged Off,24000, 36 months,13.11,809.93,B,Debt_consolidation,,0,0,0,2013,FL,19200
253361,Fully Paid,35000, 36 months,15.31,1218.61,C,Debt_consolidation,,0,0,0,2013,MD,19200
260288,Fully Paid,35000, 60 months,16.99,869.66,D,Credit_card,,0,0,0,2014,FL,19200
59964,Fully Paid,7500, 36 months,18.49,273,D,Credit_card,,0,0,0,2013,CA,19200
79564,Fully Paid,9600, 36 months,10.64,312.66,B,Credit_card,,0,0,0,2013,MI,East North Central
95102,Charged Off,10000, 36 months,13.68,340.23,C,Debt_consolidation,,0,0,0,2013,MA,New England
